jps.storage.jps.conf.reader.load.component.ms,1757630958217000000,1757631018215000000,0
jps.facet.change.listener.before.change.events.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleBridge.update.option.ms,1757630958217000000,1757631018215000000,0
jps.modifiable.module.model.bridge.disposing.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757630958217000000,1757631018215000000,0
jps.module.iml.entities.serializer.load.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.instances.count,1757630958217000000,1757631018215000000,0
jps.library.entities.serializer.load.entities.ms,1757630958217000000,1757631018215000000,0
jps.app.storage.content.reader.load.component.ms,1757630958217000000,1757631018215000000,0
jps.global.get.library.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757630958217000000,1757631018215000000,0
jps.artifact.entities.serializer.save.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.load.cache.from.file.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1757630958217000000,1757631018215000000,0
jps.app.storage.content.writer.save.component.ms,1757630958217000000,1757631018215000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1757630958217000000,1757631018215000000,0
jps.module.iml.entities.serializer.save.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.do.save.caches.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1757630958217000000,1757631018215000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757630958217000000,1757631018215000000,0
jps.global.get.library.by.name.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1757630958217000000,1757631018215000000,0
jps.modifiable.module.model.bridge.new.module.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757630958217000000,1757631018215000000,0
jps.facet.change.listener.init.bridge.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1757630958217000000,1757631018215000000,0
jps.project.serializers.save.ms,1757630958217000000,1757631018215000000,0
jps.global.get.libraries.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1757630958217000000,1757631018215000000,0
workspaceModel.global.updates.count,1757630958217000000,1757631018215000000,0
workspaceModel.save.cache.to.file.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757630958217000000,1757631018215000000,0
jps.global.initialize.library.bridges.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1757630958217000000,1757631018215000000,0
jps.save.global.entities.ms,1757630958217000000,1757631018215000000,12
jps.modifiable.module.model.bridge.renaming.ms,1757630958217000000,1757631018215000000,0
jps.artifact.entities.serializer.load.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1757630958217000000,1757631018215000000,0
jps.apply.loaded.storage.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1757630958217000000,1757631018215000000,0
workspaceModel.global.updates.ms,1757630958217000000,1757631018215000000,0
jps.project.serializers.load.ms,1757630958217000000,1757631018215000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757630958217000000,1757631018215000000,0
workspaceModel.moduleBridge.before.changed.ms,1757630958217000000,1757631018215000000,0
jps.load.initial.state.ms,1757630958217000000,1757631018215000000,0
workspaceModel.orphan.listener.update.ms,1757630958217000000,1757631018215000000,0
cacheStateStorage.get.duration,1757630958217000000,1757631018215000000,0
cacheStateStorage.set.duration,1757630958217000000,1757631018215000000,0
cacheStateStorage.get.counter,1757630958217000000,1757631018215000000,0
cacheStateStorage.set.counter,1757630958217000000,1757631018215000000,4
workspaceModel.cachedValueWithParameters.clear.count,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1757630958217000000,1757631018215000000,12
workspaceModel.workspaceFileIndexData.getPackageName.ms,1757630958217000000,1757631018215000000,0
workspaceModel.replace.project.model.ms,1757630958217000000,1757631018215000000,0
workspaceModel.loading.from.cache.ms,1757630958217000000,1757631018215000000,0
workspaceModel.updates.count,1757630958217000000,1757631018215000000,0
workspaceModel.cachedValue.calculated.count,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1757630958217000000,1757631018215000000,0
workspaceModel.loading.total.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.init.ms,1757630958217000000,1757631018215000000,0
workspaceModel.to.snapshot.ms,1757630958217000000,1757631018215000000,0
workspaceModel.update.unloaded.entities.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1757630958217000000,1757631018215000000,48
workspaceModel.updates.precise.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1757630958217000000,1757631018215000000,24
workspaceModel.cachedValue.total.get.count,1757630958217000000,1757631018215000000,25682
workspaceModel.on.changed.ms,1757630958217000000,1757631018215000000,0
workspaceModel.init.bridges.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1757630958217000000,1757631018215000000,0
workspaceModel.pre.handlers.ms,1757630958217000000,1757631018215000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1757630958217000000,1757631018215000000,0
workspaceModel.check.recursive.update.ms,1757630958217000000,1757631018215000000,0
workspaceModel.on.before.changed.ms,1757630958217000000,1757631018215000000,0
workspaceModel.updates.ms,1757630958217000000,1757631018215000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1757630958217000000,1757631018215000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1757630958217000000,1757631018215000000,0
workspaceModel.collect.changes.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.instances.count,1757630958217000000,1757631018215000000,0
workspaceModel.full.replace.project.model.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1757630958217000000,1757631018215000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1757630958217000000,1757631018215000000,0
workspaceModel.initializing.ms,1757630958217000000,1757631018215000000,0
workspaceModel.cachedValue.from.cache.count,1757630958217000000,1757631018215000000,25682
workspaceModel.cachedValue.clear.count,1757630958217000000,1757631018215000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1757630958217000000,1757631018215000000,0
DirectByteBufferAllocator.reclaimed,1757630958217000000,1757631018215000000,0
FilePageCache.pageFastCacheHits,1757630958217000000,1757631018215000000,297457
FilePageCache.pageLoadsAboveSizeThreshold,1757630958217000000,1757631018215000000,0
FilePageCache.maxCacheSizeInBytes,1757630958217000000,1757631018215000000,629153792
FilePageCache.disposedBuffers,1757630958217000000,1757631018215000000,111
FileChannelInterruptsRetryer.totalRetriedAttempts,1757630958217000000,1757631018215000000,0
DirectByteBufferAllocator.hits,1757630958217000000,1757631018215000000,0
StreamlinedBlobStorage.recordsRelocated,1757630958217000000,1757631018215000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1757630958217000000,1757631018215000000,50
FilePageCache.capacityInBytes,1757630958217000000,1757631018215000000,629145600
FilePageCache.pageLoads,1757630958217000000,1757631018215000000,304
FilePageCache.pageHits,1757630958217000000,1757631018215000000,0
DirectByteBufferAllocator.misses,1757630958217000000,1757631018215000000,304
StorageLockContext.competingThreads.max,1757630958217000000,1757631018215000000,0
MappedFileStorage.storages,1757630958217000000,1757631018215000000,15
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1757630958217000000,1757631018215000000,490
StreamlinedBlobStorage.recordsAllocated,1757630958217000000,1757631018215000000,7
StreamlinedBlobStorage.recordsDeleted,1757630958217000000,1757631018215000000,0
MappedFileStorage.totalPagesMapped,1757630958217000000,1757631018215000000,15
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757630958217000000,1757631018215000000,198213632
FilePageCache.totalPageLoadsUs,1757630958217000000,1757631018215000000,71986
DirectByteBufferAllocator.disposed,1757630958217000000,1757631018215000000,111
StorageLockContext.competingThreads.avg,1757630958217000000,1757631018215000000,0.0
FilePageCache.maxRegisteredFiles,1757630958217000000,1757631018215000000,1729
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757630958217000000,1757631018215000000,104972288
StorageLockContext.competingThreads.90P,1757630958217000000,1757631018215000000,0
FilePageCache.totalPageDisposalsUs,1757630958217000000,1757631018215000000,0
MappedFileStorage.totalBytesMapped,1757630958217000000,1757631018215000000,198443008
FilePageCache.uncachedFileAccess,1757630958217000000,1757631018215000000,1008
MappedFileStorage.totalTimeSpentOnMappingUs,1757630958217000000,1757631018215000000,20000
FlushQueue.executionTimeAvgNs,1757630958217000000,1757631018215000000,0.0
FlushQueue.executionTime90PNs,1757630958217000000,1757631018215000000,0
FlushQueue.waitingTime90PNs,1757630958217000000,1757631018215000000,0
FlushQueue.tasksExecuted,1757630958217000000,1757631018215000000,0
WriteAction.executionsCount,1757630958217000000,1757631018215000000,17
NonBlockingReadAction.finalizedExecutionTimeUs,1757630958217000000,1757631018215000000,651966
FlushQueue.queueSizeMax,1757630958217000000,1757631018215000000,0
FlushQueue.executionTimeMaxNs,1757630958217000000,1757631018215000000,0
FlushQueue.waitingTimeMaxNs,1757630958217000000,1757631018215000000,0
FlushQueue.queueSizeAvg,1757630958217000000,1757631018215000000,0.0
AWTEventQueue.dispatchTime90PNs,1757630958217000000,1757631018215000000,0
AWTEventQueue.eventsDispatched,1757630958217000000,1757631018215000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757630958217000000,1757631018215000000,0
AWTEventQueue.dispatchTimeAvgNs,1757630958217000000,1757631018215000000,0.0
FlushQueue.queueSize90P,1757630958217000000,1757631018215000000,0
FlushQueue.waitingTimeAvgNs,1757630958217000000,1757631018215000000,0.0
NonBlockingReadAction.failedExecutionsCount,1757630958217000000,1757631018215000000,0
AWTEventQueue.dispatchTimeMaxNs,1757630958217000000,1757631018215000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757630958217000000,1757631018215000000,34
AWTEventQueue.dispatchTimeTotalNS,1757630958217000000,1757631018215000000,1899927120
ReadAction.executionsCount,1757630958217000000,1757631018215000000,96776
